date,time,country,country_code,opposing_country,spi,opposing_spi,spi_offense,opposing_spi_offense,spi_defense,opposing_spi_defense,sixteen,win
20-Jun,0:00,Nigeria,NGA,FRA,74.86,86.9,1.548,2.5366,0.822,0.5805,0.2778,0
20-Jun,0:00,Switzerland,SUI,ARG,79.54,89.89,2.0858,2.8248,0.8897,0.4457,0.8105,0
20-Jun,0:00,Uruguay,URU,COL,80.9,87.7,2.1952,2.3934,0.8632,0.4145,0.4462,0
20-Jun,0:00,USA,USA,BEL,78.46,81.88,2.1014,2.1496,0.9798,0.7576,0.6763,0
20-Jun,9:45,Algeria,ALG,GER,64.25,89.41,1.1759,3.2374,1.1674,0.7435,0.1623,1
20-Jun,9:45,Argentina,ARG,SUI,89.91,79.55,2.8255,2.0841,0.4452,0.8886,0.9818,1
20-Jun,9:45,Belgium,BEL,USA,81.82,78.44,2.1461,2.1002,0.7596,0.9802,0.8648,1
20-Jun,9:45,Brazil,BRA,CHI,91.09,87.77,3.1914,2.7346,0.5169,0.6173,0.9937,1
20-Jun,9:45,Chile,CHI,BRA,87.77,91.09,2.7346,3.1914,0.6173,0.5169,1,0
20-Jun,9:45,Colombia,COL,URU,87.5,81.42,2.4207,2.231,0.4508,0.8484,1,1
20-Jun,9:45,Costa Rica,CRC,GRE,77.52,74.23,1.5984,1.183,0.6861,0.5846,0.7735,1
20-Jun,9:45,France,FRA,NGA,86.89,74.87,2.5361,1.5464,0.5808,0.8209,0.9176,1
20-Jun,9:45,Germany,GER,ALG,89.41,64.25,3.2374,1.1759,0.7435,1.1674,0.9814,0
20-Jun,9:45,Greece,GRE,CRC,74.23,77.52,1.183,1.5984,0.5846,0.6861,0.216,0
20-Jun,9:45,Mexico,MEX,NED,78.38,86.13,1.4687,2.7973,0.5347,0.8149,0.6108,0
20-Jun,9:45,Netherlands,NED,MEX,86.13,78.38,2.7973,1.4687,0.8149,0.5347,1,1
20-Jun,9:45,Nigeria,NGA,FRA,74.87,86.89,1.5464,2.5361,0.8209,0.5808,0.2762,0
20-Jun,9:45,Switzerland,SUI,ARG,79.55,89.91,2.0841,2.8255,0.8886,0.4452,0.8091,0
20-Jun,9:45,Uruguay,URU,COL,81.42,87.5,2.231,2.4207,0.8484,0.4508,0.4555,0
20-Jun,9:45,USA,USA,BEL,78.44,81.82,2.1002,2.1461,0.9802,0.7596,0.679,0
20-Jun,18:00,Algeria,ALG,GER,64.25,89.41,1.1759,3.2374,1.1674,0.7435,0.1543,1
20-Jun,18:00,Argentina,ARG,SUI,89.91,79.55,2.8255,2.0841,0.4452,0.8886,0.9808,1
20-Jun,18:00,Belgium,BEL,USA,81.82,78.44,2.1461,2.1002,0.7596,0.9802,0.8682,1
20-Jun,18:00,Brazil,BRA,CHI,91.09,87.77,3.1914,2.7346,0.5169,0.6173,0.994,1
20-Jun,18:00,Chile,CHI,BRA,87.77,91.09,2.7346,3.1914,0.6173,0.5169,1,0
20-Jun,18:00,Colombia,COL,URU,87.5,81.42,2.4207,2.231,0.4508,0.8484,1,1
20-Jun,18:00,Costa Rica,CRC,GRE,77.52,74.23,1.5984,1.183,0.6861,0.5846,1,1
20-Jun,18:00,France,FRA,NGA,86.89,74.87,2.5361,1.5464,0.5808,0.8209,0.917,1
20-Jun,18:00,Germany,GER,ALG,89.41,64.25,3.2374,1.1759,0.7435,1.1674,0.9797,0
20-Jun,18:00,Greece,GRE,CRC,74.23,77.52,1.183,1.5984,0.5846,0.6861,0.2233,0
20-Jun,18:00,Mexico,MEX,NED,78.38,86.13,1.4687,2.7973,0.5347,0.8149,0.6166,0
20-Jun,18:00,Netherlands,NED,MEX,86.13,78.38,2.7973,1.4687,0.8149,0.5347,1,1
20-Jun,18:00,Nigeria,NGA,FRA,74.87,86.89,1.5464,2.5361,0.8209,0.5808,0.2789,0
20-Jun,18:00,Switzerland,SUI,ARG,79.55,89.91,2.0841,2.8255,0.8886,0.4452,0.8069,0
20-Jun,18:00,Uruguay,URU,COL,81.42,87.5,2.231,2.4207,0.8484,0.4508,0.3916,0
20-Jun,18:00,USA,USA,BEL,78.44,81.82,2.1002,2.1461,0.9802,0.7596,0.6919,0
20-Jun,21:00,Algeria,ALG,GER,64.25,89.41,1.1759,3.2374,1.1674,0.7435,0.1604,1
20-Jun,21:00,Argentina,ARG,SUI,89.91,79.55,2.8255,2.0841,0.4452,0.8886,0.9836,1
20-Jun,21:00,Belgium,BEL,USA,81.82,78.44,2.1461,2.1002,0.7596,0.9802,0.8701,1
20-Jun,21:00,Brazil,BRA,CHI,91.09,87.77,3.1914,2.7346,0.5169,0.6173,0.993,1
20-Jun,21:00,Chile,CHI,BRA,87.77,91.09,2.7346,3.1914,0.6173,0.5169,1,0
20-Jun,21:00,Colombia,COL,URU,87.5,81.42,2.4207,2.231,0.4508,0.8484,1,1
